,match_id,match_date,home_team,away_team,home_score,away_score,team,player,pass_recipient,timestamp,period,minute,X_pass_start,Y_pass_start,X_pass_end,Y_pass_end,shot_outcome,player_id,type,X,Y,color,round_minute,penalty
9641,3869552,2022-12-14,France,Morocco,2,0,France,Kylian Mbappé Lottin,Raphaël Varane,2023-12-16 00:11:48.358,1,11.8,69.2,18.1,56.4,45.3,,,,,,,12,No
2535,3869685,2022-12-18,Argentina,France,3,3,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,2023-12-16 00:11:48.798,1,11.8,68.3,51.1,76.9,63.9,,,,,,,12,No
5811,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Mateo Kovačić,Borna Sosa,2023-12-16 00:11:48.412,1,11.8,74.9,21.9,87.8,6.7,,,,,,,12,No
10537,3869152,2022-12-04,France,Poland,3,1,France,Jules Koundé,Aurélien Djani Tchouaméni,2023-12-16 00:11:49.101,1,11.816666666666666,60.7,65.5,58.5,48.7,,,,,,,12,No
6741,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Leandro Daniel Paredes,2023-12-16 00:11:49.580,1,11.816666666666666,14.7,50.8,24.2,26.9,,,,,,,12,No
10538,3869152,2022-12-04,France,Poland,3,1,France,Aurélien Djani Tchouaméni,Adrien Rabiot,2023-12-16 00:11:51.426,1,11.85,61.0,46.0,64.4,21.8,,,,,,,12,No
4823,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Nicolás Hernán Otamendi,2023-12-16 00:11:51.671,1,11.85,26.0,80.0,16.0,66.1,,,,,,,12,No
2536,3869685,2022-12-18,Argentina,France,3,3,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,2023-12-16 00:11:51.206,1,11.85,79.8,70.1,79.8,54.3,,,,,,,12,No
9642,3869552,2022-12-14,France,Morocco,2,0,France,Raphaël Varane,Ousmane Dembélé,2023-12-16 00:11:52.943,1,11.866666666666667,67.3,63.1,75.1,74.2,,,,,,,12,No
1308,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Lionel Andrés Messi Cuccittini,Rodrigo Javier De Paul,2023-12-16 00:11:52.777,1,11.866666666666667,55.6,67.5,64.9,78.1,,,,,,,12,No
2537,3869685,2022-12-18,Argentina,France,3,3,Argentina,Lionel Andrés Messi Cuccittini,Ángel Fabián Di María Hernández,2023-12-16 00:11:53.314,1,11.883333333333333,80.5,47.8,105.1,14.7,,,,,,,12,No
8715,3869354,2022-12-10,England,France,1,2,France,Jules Koundé,Antoine Griezmann,2023-12-16 00:11:53.196,1,11.883333333333333,20.0,77.3,30.1,73.2,,,,,,,12,No
6742,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Rodrigo Javier De Paul,2023-12-16 00:11:53.426,1,11.883333333333333,27.1,28.4,32.6,43.7,,,,,,,12,No
10539,3869152,2022-12-04,France,Poland,3,1,France,Adrien Rabiot,Theo Bernard François Hernández,2023-12-16 00:11:54.097,1,11.9,66.1,16.5,93.5,2.0,,,,,,,12,No
8716,3869354,2022-12-10,England,France,1,2,France,Antoine Griezmann,Dayotchanculle Upamecano,2023-12-16 00:11:55.744,1,11.916666666666666,26.2,72.4,19.1,40.5,,,,,,,12,No
7721,3857266,2022-11-26,France,Denmark,2,1,France,Antoine Griezmann,Raphaël Varane,2023-12-16 00:11:55.270,1,11.916666666666666,82.3,16.1,108.3,40.7,,,,,,,12,No
6743,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Rodrigo Javier De Paul,Leandro Daniel Paredes,2023-12-16 00:11:55.288,1,11.916666666666666,34.2,43.7,32.8,32.8,,,,,,,12,No
9643,3869552,2022-12-14,France,Morocco,2,0,France,Ousmane Dembélé,Raphaël Varane,2023-12-16 00:11:56.257,1,11.933333333333334,75.4,72.8,67.9,64.2,,,,,,,12,No
183,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nahuel Molina Lucero,Enzo Fernandez,2023-12-16 00:11:56.688,1,11.933333333333334,69.0,80.0,59.3,62.6,,,,,,,12,No
2538,3869685,2022-12-18,Argentina,France,3,3,Argentina,Ángel Fabián Di María Hernández,Lionel Andrés Messi Cuccittini,2023-12-16 00:11:57.118,1,11.95,106.4,16.2,106.4,39.1,,,,,,,12,No
1309,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Rodrigo Javier De Paul,Enzo Fernandez,2023-12-16 00:11:57.254,1,11.95,72.2,75.9,59.9,64.6,,,,,,,12,No
6744,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Nicolás Hernán Otamendi,2023-12-16 00:11:58.781,1,11.966666666666667,32.8,32.2,38.2,17.4,,,,,,,12,No
9644,3869552,2022-12-14,France,Morocco,2,0,France,Raphaël Varane,Ibrahima Konaté,2023-12-16 00:11:58.147,1,11.966666666666667,67.9,64.2,55.4,39.5,,,,,,,12,No
10540,3869152,2022-12-04,France,Poland,3,1,France,Theo Bernard François Hernández,Kylian Mbappé Lottin,2023-12-16 00:11:58.611,1,11.966666666666667,98.9,2.0,87.8,3.5,,,,,,,12,No
4824,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Nicolás Hernán Otamendi,Gonzalo Ariel Montiel,2023-12-16 00:11:59.305,1,11.983333333333333,21.7,56.3,34.2,69.6,,,,,,,12,No
3659,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Wojciech Szczęsny,Krystian Bielik,2023-12-16 00:11:59.878,1,11.983333333333333,12.4,37.8,28.3,33.9,,,,,,,12,No
184,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Enzo Fernandez,Marcos Javier Acuña,2023-12-16 00:11:59.915,1,11.983333333333333,62.0,51.1,57.1,26.7,,,,,,,12,No
10541,3869152,2022-12-04,France,Poland,3,1,France,Kylian Mbappé Lottin,Adrien Rabiot,2023-12-16 00:12:00.521,1,12.0,87.8,3.5,84.3,14.1,,,,,,,12,No
3660,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Krystian Bielik,Matty Cash,2023-12-16 00:12:01.939,1,12.016666666666667,29.9,34.1,33.3,65.7,,,,,,,13,No
1310,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,2023-12-16 00:12:01.776,1,12.016666666666667,60.8,65.6,64.5,74.7,,,,,,,13,No
5812,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Ivan Perišić,Borna Sosa,2023-12-16 00:12:01.236,1,12.016666666666667,113.1,7.6,95.8,7.8,,,,,,,13,No
2539,3869685,2022-12-18,Argentina,France,3,3,Argentina,Ángel Fabián Di María Hernández,Rodrigo Javier De Paul,2023-12-16 00:12:01.329,1,12.016666666666667,101.9,13.0,96.7,23.7,,,,,,,13,No
6745,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Leandro Daniel Paredes,2023-12-16 00:12:01.394,1,12.016666666666667,38.2,17.4,31.8,35.3,,,,,,,13,No
4825,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Gonzalo Ariel Montiel,Ángel Fabián Di María Hernández,2023-12-16 00:12:02.260,1,12.033333333333333,39.6,69.9,49.9,73.4,,,,,,,13,No
5813,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Borna Sosa,Mateo Kovačić,2023-12-16 00:12:02.702,1,12.033333333333333,95.8,8.0,95.4,14.0,,,,,,,13,No
10542,3869152,2022-12-04,France,Poland,3,1,France,Adrien Rabiot,Aurélien Djani Tchouaméni,2023-12-16 00:12:02.844,1,12.033333333333333,84.3,14.1,81.9,24.1,,,,,,,13,No
2540,3869685,2022-12-18,Argentina,France,3,3,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,2023-12-16 00:12:02.585,1,12.033333333333333,96.7,24.7,97.8,33.7,,,,,,,13,No
185,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Marcos Javier Acuña,Alejandro Darío Gómez,2023-12-16 00:12:02.549,1,12.033333333333333,57.1,19.9,74.4,3.4,,,,,,,13,No
5814,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Mateo Kovačić,Joško Gvardiol,2023-12-16 00:12:03.146,1,12.05,95.4,14.0,83.5,9.0,,,,,,,13,No
1311,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:12:04.685,1,12.066666666666666,69.0,76.6,93.1,75.7,,,,,,,13,No
8717,3869354,2022-12-10,England,France,1,2,France,Dayotchanculle Upamecano,Jules Koundé,2023-12-16 00:12:04.168,1,12.066666666666666,45.9,41.3,45.2,76.1,,,,,,,13,No
9645,3869552,2022-12-14,France,Morocco,2,0,France,Ibrahima Konaté,Raphaël Varane,2023-12-16 00:12:05.037,1,12.083333333333334,64.0,26.0,58.2,45.0,,,,,,,13,No
5815,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Joško Gvardiol,Marcelo Brozović,2023-12-16 00:12:05.938,1,12.083333333333334,82.8,10.0,77.7,17.2,,,,,,,13,No
3661,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Matty Cash,Piotr Zieliński,2023-12-16 00:12:05.723,1,12.083333333333334,35.4,67.2,43.8,74.5,,,,,,,13,No
4826,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Ángel Fabián Di María Hernández,Nicolás Hernán Otamendi,2023-12-16 00:12:05.018,1,12.083333333333334,43.1,71.5,24.9,53.6,,,,,,,13,No
6746,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Nicolás Alejandro Tagliafico,2023-12-16 00:12:06.063,1,12.1,35.1,26.9,45.7,4.3,,,,,,,13,No
3662,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Piotr Zieliński,Kamil Glik,2023-12-16 00:12:07.603,1,12.116666666666667,41.5,73.5,22.5,59.1,,,,,,,13,No
8718,3869354,2022-12-10,England,France,1,2,France,Jules Koundé,Ousmane Dembélé,2023-12-16 00:12:07.692,1,12.116666666666667,44.3,77.9,58.0,79.2,,,,,,,13,No
1312,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nahuel Molina Lucero,Lionel Andrés Messi Cuccittini,2023-12-16 00:12:07.239,1,12.116666666666667,88.3,74.0,80.1,59.2,,,,,,,13,No
8719,3869354,2022-12-10,England,France,1,2,France,Ousmane Dembélé,Jules Koundé,2023-12-16 00:12:08.637,1,12.133333333333333,58.0,77.5,45.4,67.2,,,,,,,13,No
5816,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Marcelo Brozović,Luka Modrić,2023-12-16 00:12:08.138,1,12.133333333333333,73.3,23.9,67.1,37.7,,,,,,,13,No
5817,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Luka Modrić,Joško Gvardiol,2023-12-16 00:12:09.877,1,12.15,65.4,32.0,69.5,11.5,,,,,,,13,No
6747,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Alejandro Tagliafico,Nicolás Hernán Otamendi,2023-12-16 00:12:09.026,1,12.15,45.5,2.8,29.8,7.9,,,,,,,13,No
3663,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Kamil Glik,Jakub Piotr Kiwior,2023-12-16 00:12:10.155,1,12.166666666666666,21.8,57.3,20.5,22.4,,,,,,,13,No
9646,3869552,2022-12-14,France,Morocco,2,0,France,Raphaël Varane,Antoine Griezmann,2023-12-16 00:12:10.983,1,12.166666666666666,68.6,53.8,81.2,74.9,,,,,,,13,No
8720,3869354,2022-12-10,England,France,1,2,France,Jules Koundé,Raphaël Varane,2023-12-16 00:12:11.165,1,12.183333333333334,45.4,67.2,32.9,56.8,,,,,,,13,No
4827,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Nicolás Hernán Otamendi,Lisandro Martínez,2023-12-16 00:12:11.166,1,12.183333333333334,31.2,38.7,45.6,8.5,,,,,,,13,No
186,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Alejandro Darío Gómez,Nicolás Hernán Otamendi,2023-12-16 00:12:11.660,1,12.183333333333334,79.3,6.7,65.6,13.0,,,,,,,13,No
6748,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Leandro Daniel Paredes,2023-12-16 00:12:11.649,1,12.183333333333334,28.7,9.4,24.7,33.9,,,,,,,13,No
12618,3857275,2022-11-30,Tunisia,France,1,0,France,Steve Mandanda,Ibrahima Konaté,2023-12-16 00:12:12.909,1,12.2,7.0,36.1,12.0,29.8,,,,,,,13,No
10543,3869152,2022-12-04,France,Poland,3,1,France,Kylian Mbappé Lottin,Adrien Rabiot,2023-12-16 00:12:12.757,1,12.2,110.8,1.7,100.8,15.1,,,,,,,13,No
8721,3869354,2022-12-10,England,France,1,2,France,Raphaël Varane,Dayotchanculle Upamecano,2023-12-16 00:12:13.671,1,12.216666666666667,34.5,57.5,40.6,7.9,,,,,,,13,No
5818,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Joško Gvardiol,Marcelo Brozović,2023-12-16 00:12:13.398,1,12.216666666666667,69.0,12.6,81.4,19.9,,,,,,,13,No
187,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,2023-12-16 00:12:14.180,1,12.233333333333333,66.1,24.8,62.3,33.4,,,,,,,13,No
12619,3857275,2022-11-30,Tunisia,France,1,0,France,Ibrahima Konaté,Raphaël Varane,2023-12-16 00:12:14.884,1,12.233333333333333,12.0,29.8,13.5,54.5,,,,,,,13,No
1313,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,2023-12-16 00:12:14.236,1,12.233333333333333,58.4,63.6,44.6,47.6,,,,,,,13,No
3664,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Jakub Piotr Kiwior,Piotr Zieliński,2023-12-16 00:12:15.810,1,12.25,35.1,25.3,66.1,67.2,,,,,,,13,No
4828,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Alexis Mac Allister,2023-12-16 00:12:15.172,1,12.25,51.8,6.6,72.2,11.0,,,,,,,13,No
4829,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Alexis Mac Allister,Marcos Javier Acuña,2023-12-16 00:12:16.750,1,12.266666666666667,75.4,9.1,74.9,1.8,,,,,,,13,No
5819,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Leandro Daniel Paredes,Alexis Mac Allister,2023-12-16 00:12:17.270,1,12.283333333333333,41.1,53.2,48.7,35.7,,,,,,,13,No
6749,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Cristian Gabriel Romero,2023-12-16 00:12:17.032,1,12.283333333333333,37.7,39.7,34.8,56.3,,,,,,,13,No
8722,3869354,2022-12-10,England,France,1,2,France,Dayotchanculle Upamecano,Theo Bernard François Hernández,2023-12-16 00:12:17.417,1,12.283333333333333,51.5,12.3,75.1,4.3,,,,,,,13,No
4830,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Marcos Javier Acuña,Alexis Mac Allister,2023-12-16 00:12:17.659,1,12.283333333333333,74.9,1.8,77.3,3.4,,,,,,,13,No
188,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Enzo Fernandez,Cristian Gabriel Romero,2023-12-16 00:12:18.270,1,12.3,65.0,43.4,67.9,62.9,,,,,,,13,No
12620,3857275,2022-11-30,Tunisia,France,1,0,France,Raphaël Varane,Ibrahima Konaté,2023-12-16 00:12:19.178,1,12.316666666666666,25.9,58.7,21.3,35.2,,,,,,,13,No
9647,3869552,2022-12-14,France,Morocco,2,0,Morocco,Noussair Mazraoui,Jawad El Yamiq,2023-12-16 00:12:20.337,1,12.333333333333334,30.6,0.1,10.3,14.1,,,,,,,13,No
3665,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Piotr Zieliński,Robert Lewandowski,2023-12-16 00:12:20.841,1,12.333333333333334,80.5,63.1,81.8,72.8,,,,,,,13,No
1314,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2023-12-16 00:12:21.321,1,12.35,51.1,51.3,53.9,73.9,,,,,,,13,No
12621,3857275,2022-11-30,Tunisia,France,1,0,France,Ibrahima Konaté,Eduardo Camavinga,2023-12-16 00:12:21.939,1,12.35,21.5,33.4,25.1,21.5,,,,,,,13,No
189,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Cristian Gabriel Romero,Damián Emiliano Martínez,2023-12-16 00:12:21.570,1,12.35,62.9,60.2,27.2,37.6,,,,,,,13,No
6750,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,2023-12-16 00:12:21.084,1,12.35,45.5,61.6,54.5,52.8,,,,,,,13,No
4831,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Marcos Javier Acuña,Lisandro Martínez,2023-12-16 00:12:22.777,1,12.366666666666667,69.2,0.1,60.8,1.5,,,,,,,13,No
3666,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Robert Lewandowski,Piotr Zieliński,2023-12-16 00:12:22.580,1,12.366666666666667,82.3,72.8,81.6,60.9,,,,,,,13,No
6751,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,2023-12-16 00:12:22.051,1,12.366666666666667,55.2,53.2,63.0,56.3,,,,,,,13,No
9648,3869552,2022-12-14,France,Morocco,2,0,Morocco,Jawad El Yamiq,Azzedine Ounahi,2023-12-16 00:12:23.702,1,12.383333333333333,13.3,14.1,27.8,15.2,,,,,,,13,No
8723,3869354,2022-12-10,England,France,1,2,France,Theo Bernard François Hernández,Raphaël Varane,2023-12-16 00:12:23.936,1,12.383333333333333,64.2,31.4,50.1,51.4,,,,,,,13,No
12622,3857275,2022-11-30,Tunisia,France,1,0,France,Eduardo Camavinga,Aurélien Djani Tchouaméni,2023-12-16 00:12:24.490,1,12.4,25.1,21.5,35.4,30.2,,,,,,,13,No
4832,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Guido Rodríguez,2023-12-16 00:12:24.286,1,12.4,59.7,1.2,46.9,6.1,,,,,,,13,No
1315,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,2023-12-16 00:12:24.439,1,12.4,56.0,73.7,69.1,74.9,,,,,,,13,No
12623,3857275,2022-11-30,Tunisia,France,1,0,France,Aurélien Djani Tchouaméni,Eduardo Camavinga,2023-12-16 00:12:25.224,1,12.416666666666666,35.4,30.2,29.5,23.3,,,,,,,13,No
12624,3857275,2022-11-30,Tunisia,France,1,0,France,Eduardo Camavinga,Ibrahima Konaté,2023-12-16 00:12:26.691,1,12.433333333333334,29.3,23.3,20.7,29.0,,,,,,,13,No
190,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Damián Emiliano Martínez,Nicolás Hernán Otamendi,2023-12-16 00:12:26.160,1,12.433333333333334,27.7,36.5,37.7,24.8,,,,,,,13,No
9649,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Sofyan Amrabat,2023-12-16 00:12:26.630,1,12.433333333333334,27.8,16.8,42.2,39.3,,,,,,,13,No
3667,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Piotr Zieliński,Robert Lewandowski,2023-12-16 00:12:26.340,1,12.433333333333334,82.4,61.8,107.0,72.7,,,,,,,13,No
4833,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Guido Rodríguez,Lisandro Martínez,2023-12-16 00:12:26.625,1,12.433333333333334,43.9,11.5,56.7,5.6,,,,,,,13,No
1316,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,2023-12-16 00:12:27.019,1,12.45,66.9,76.1,74.6,71.6,,,,,,,13,No
1317,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:12:27.930,1,12.45,74.6,71.6,69.0,70.8,,,,,,,13,No
9650,3869552,2022-12-14,France,Morocco,2,0,Morocco,Sofyan Amrabat,Achraf Hakimi Mouh,2023-12-16 00:12:28.388,1,12.466666666666667,44.0,39.8,41.5,75.9,,,,,,,13,No
12625,3857275,2022-11-30,Tunisia,France,1,0,France,Ibrahima Konaté,Jordan Veretout,2023-12-16 00:12:28.476,1,12.466666666666667,20.7,29.0,32.7,19.1,,,,,,,13,No
1318,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nahuel Molina Lucero,Alexis Mac Allister,2023-12-16 00:12:28.557,1,12.466666666666667,69.0,70.8,68.1,43.6,,,,,,,13,No
6752,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Damián Emiliano Martínez,Nicolás Hernán Otamendi,2023-12-16 00:12:28.934,1,12.466666666666667,13.8,52.8,23.6,21.4,,,,,,,13,No
11521,3857279,2022-11-22,France,Australia,4,1,France,Dayotchanculle Upamecano,Kylian Mbappé Lottin,2023-12-16 00:12:29.896,1,12.483333333333333,78.6,39.2,90.8,6.8,,,,,,,13,No
4834,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lisandro Martínez,Rodrigo Javier De Paul,2023-12-16 00:12:29.676,1,12.483333333333333,58.0,3.7,82.7,27.5,,,,,,,13,No
191,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,2023-12-16 00:12:30.838,1,12.5,41.2,25.1,39.3,36.5,,,,,,,13,No
1319,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Alexis Mac Allister,Marcos Javier Acuña,2023-12-16 00:12:31.123,1,12.516666666666667,68.6,42.4,75.0,5.6,,,,,,,13,No
6753,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Nicolás Hernán Otamendi,Alejandro Darío Gómez,2023-12-16 00:12:32.005,1,12.533333333333333,26.7,17.3,44.6,15.4,,,,,,,13,No
192,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Enzo Fernandez,Cristian Gabriel Romero,2023-12-16 00:12:33.256,1,12.55,39.3,37.2,39.0,54.6,,,,,,,13,No
5820,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Leandro Daniel Paredes,Rodrigo Javier De Paul,2023-12-16 00:12:33.303,1,12.55,65.8,33.5,64.5,45.9,,,,,,,13,No
8724,3869354,2022-12-10,England,France,1,2,France,Raphaël Varane,Ousmane Dembélé,2023-12-16 00:12:33.006,1,12.55,73.5,61.7,79.3,77.1,,,,,,,13,No
7722,3857266,2022-11-26,France,Denmark,2,1,France,Antoine Griezmann,Raphaël Varane,2023-12-16 00:12:33.788,1,12.55,120.0,80.0,112.4,46.9,,,,,,,13,No
9651,3869552,2022-12-14,France,Morocco,2,0,Morocco,Achraf Hakimi Mouh,Sofyan Amrabat,2023-12-16 00:12:33.250,1,12.55,41.4,72.3,42.9,58.5,,,,,,,13,No
10544,3869152,2022-12-04,France,Poland,3,1,France,Antoine Griezmann,Kylian Mbappé Lottin,2023-12-16 00:12:34.614,1,12.566666666666666,120.0,0.1,109.3,4.2,,,,,,,13,No
1320,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Marcos Javier Acuña,Alexis Mac Allister,2023-12-16 00:12:34.329,1,12.566666666666666,81.4,8.7,110.6,32.7,,,,,,,13,No
11522,3857279,2022-11-22,France,Australia,4,1,France,Kylian Mbappé Lottin,Adrien Rabiot,2023-12-16 00:12:34.813,1,12.566666666666666,89.1,13.8,104.1,30.4,,,,,,,13,No
6754,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Alejandro Darío Gómez,Leandro Daniel Paredes,2023-12-16 00:12:34.307,1,12.566666666666666,39.3,14.5,32.6,22.9,,,,,,,13,No
193,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,2023-12-16 00:12:35.759,1,12.583333333333334,40.1,64.8,55.5,73.7,,,,,,,13,No
9652,3869552,2022-12-14,France,Morocco,2,0,Morocco,Sofyan Amrabat,Azzedine Ounahi,2023-12-16 00:12:35.839,1,12.583333333333334,33.3,60.6,44.7,43.7,,,,,,,13,No
5821,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Rodrigo Javier De Paul,Nicolás Hernán Otamendi,2023-12-16 00:12:35.237,1,12.583333333333334,64.1,43.9,55.4,31.0,,,,,,,13,No
4835,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Jesús Daniel Gallardo Vasconcelos,Héctor Alfredo Moreno Herrera,2023-12-16 00:12:36.865,1,12.6,35.7,27.1,19.2,26.5,,,,,,,13,No
8725,3869354,2022-12-10,England,France,1,2,France,Ousmane Dembélé,Raphaël Varane,2023-12-16 00:12:36.202,1,12.6,79.8,77.9,73.8,69.2,,,,,,,13,No
5822,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,2023-12-16 00:12:37.597,1,12.616666666666667,55.4,31.0,64.5,18.4,,,,,,,13,No
9653,3869552,2022-12-14,France,Morocco,2,0,France,Antoine Griezmann,Olivier Giroud,2023-12-16 00:12:37.762,1,12.616666666666667,75.4,36.4,77.5,27.0,,,,,,,13,No
1321,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Alexis Mac Allister,Rodrigo Javier De Paul,2023-12-16 00:12:37.882,1,12.616666666666667,117.4,26.8,99.2,65.6,,,,,,,13,No
8726,3869354,2022-12-10,England,France,1,2,France,Raphaël Varane,Dayotchanculle Upamecano,2023-12-16 00:12:38.544,1,12.633333333333333,69.3,68.0,58.7,36.0,,,,,,,13,No
194,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Nahuel Molina Lucero,Julián Álvarez,2023-12-16 00:12:38.678,1,12.633333333333333,56.6,74.6,78.5,59.9,,,,,,,13,No
6755,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Argentina,Leandro Daniel Paredes,Cristian Gabriel Romero,2023-12-16 00:12:38.085,1,12.633333333333333,32.6,22.9,38.8,56.3,,,,,,,13,No
4836,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Héctor Alfredo Moreno Herrera,Jesús Daniel Gallardo Vasconcelos,2023-12-16 00:12:39.541,1,12.65,19.7,25.2,32.5,10.0,,,,,,,13,No
10545,3869152,2022-12-04,France,Poland,3,1,France,Kylian Mbappé Lottin,Olivier Giroud,2023-12-16 00:12:39.818,1,12.65,118.1,16.2,112.6,18.6,,,,,,,13,No
9654,3869552,2022-12-14,France,Morocco,2,0,France,Olivier Giroud,Kylian Mbappé Lottin,2023-12-16 00:12:39.485,1,12.65,77.5,23.9,92.9,0.1,,,,,,,13,No
5823,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Enzo Fernandez,Cristian Gabriel Romero,2023-12-16 00:12:40.494,1,12.666666666666666,56.3,21.0,48.8,51.4,,,,,,,13,No
8727,3869354,2022-12-10,England,France,1,2,France,Dayotchanculle Upamecano,Theo Bernard François Hernández,2023-12-16 00:12:42.391,1,12.7,64.0,33.6,65.6,10.5,,,,,,,13,No
7723,3857266,2022-11-26,France,Denmark,2,1,France,Dayotchanculle Upamecano,Hugo Lloris,2023-12-16 00:12:43.057,1,12.716666666666667,53.2,55.6,16.7,44.5,,,,,,,13,No
