,match_id,match_date,home_team,away_team,home_score,away_score,team,player,pass_recipient,timestamp,period,minute,X_pass_start,Y_pass_start,X_pass_end,Y_pass_end,shot_outcome,player_id,type,X,Y,color,round_minute,penalty
6471,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Enzo Fernandez,Nicolás Alejandro Tagliafico,2023-12-16 00:31:01.588,2,76.01666666666667,81.0,36.2,89.2,18.7,,,,,,,77,No
13250,3857275,2022-11-30,Tunisia,France,1,0,France,Aurélien Djani Tchouaméni,Mattéo Guendouzi Olié,2023-12-16 00:31:02.111,2,76.03333333333333,76.6,32.4,78.8,47.4,,,,,,,77,No
9406,3869354,2022-12-10,England,France,1,2,France,Theo Bernard François Hernández,Aurélien Djani Tchouaméni,2023-12-16 00:31:02.974,2,76.03333333333333,45.0,13.5,39.2,23.5,,,,,,,77,No
2010,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Nathan Aké,Virgil van Dijk,2023-12-16 00:31:02.822,2,76.03333333333333,80.9,0.1,50.2,10.9,,,,,,,77,No
995,3869151,2022-12-03,Argentina,Australia,2,1,Australia,Aaron Mooy,Aziz Eraltay Behich,2023-12-16 00:31:03.022,2,76.05,68.6,7.2,72.5,2.5,,,,,,,77,No
4419,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:03.620,2,76.05,61.2,52.8,68.7,48.1,,,,,,,77,No
5468,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Jesús Daniel Gallardo Vasconcelos,Luis Gerardo Chávez Magallón,2023-12-16 00:31:04.899,2,76.06666666666666,92.3,2.2,103.7,28.6,,,,,,,77,No
3179,3869685,2022-12-18,Argentina,France,3,3,Argentina,Lionel Andrés Messi Cuccittini,Rodrigo Javier De Paul,2023-12-16 00:31:04.940,2,76.06666666666666,49.0,66.5,73.0,73.7,,,,,,,77,No
11214,3869152,2022-12-04,France,Poland,3,1,Poland,Piotr Zieliński,Jakub Piotr Kiwior,2023-12-16 00:31:05.047,2,76.08333333333333,51.2,55.3,39.2,29.9,,,,,,,77,No
8384,3857266,2022-11-26,France,Denmark,2,1,France,Kingsley Coman,Kylian Mbappé Lottin,2023-12-16 00:31:05.673,2,76.08333333333333,87.3,51.1,95.3,65.1,,,,,,,77,No
2011,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Virgil van Dijk,Nathan Aké,2023-12-16 00:31:05.566,2,76.08333333333333,50.0,11.5,65.1,3.7,,,,,,,77,No
6472,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Alejandro Tagliafico,Alexis Mac Allister,2023-12-16 00:31:05.463,2,76.08333333333333,99.3,17.4,92.1,26.3,,,,,,,77,No
13251,3857275,2022-11-30,Tunisia,France,1,0,France,Mattéo Guendouzi Olié,Axel Disasi,2023-12-16 00:31:05.044,2,76.08333333333333,82.0,57.5,98.8,73.1,,,,,,,77,No
9407,3869354,2022-12-10,England,France,1,2,France,Aurélien Djani Tchouaméni,Antoine Griezmann,2023-12-16 00:31:06.880,2,76.1,45.0,42.5,62.7,54.7,,,,,,,77,No
13252,3857275,2022-11-30,Tunisia,France,1,0,France,Axel Disasi,Antoine Griezmann,2023-12-16 00:31:06.319,2,76.1,98.8,73.1,98.8,64.8,,,,,,,77,No
4420,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Lionel Andrés Messi Cuccittini,Nicolás Alejandro Tagliafico,2023-12-16 00:31:06.070,2,76.1,70.2,45.3,96.5,18.1,,,,,,,77,No
5469,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Luis Gerardo Chávez Magallón,Roberto Carlos Alvarado Hernández,2023-12-16 00:31:07.726,2,76.11666666666666,105.4,24.8,103.3,20.1,,,,,,,77,No
996,3869151,2022-12-03,Argentina,Australia,2,1,Australia,Aziz Eraltay Behich,Jamie MacLaren,2023-12-16 00:31:07.333,2,76.11666666666666,99.6,3.6,106.6,29.6,,,,,,,77,No
6473,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Alexis Mac Allister,Nahuel Molina Lucero,2023-12-16 00:31:07.979,2,76.11666666666666,92.1,26.3,81.5,57.6,,,,,,,77,No
11215,3869152,2022-12-04,France,Poland,3,1,Poland,Jakub Piotr Kiwior,Kamil Glik,2023-12-16 00:31:08.916,2,76.13333333333334,40.3,25.0,46.3,54.5,,,,,,,77,No
2012,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Nathan Aké,Memphis Depay,2023-12-16 00:31:09.312,2,76.15,74.9,5.3,78.3,25.9,,,,,,,77,No
9408,3869354,2022-12-10,England,France,1,2,France,Antoine Griezmann,Adrien Rabiot,2023-12-16 00:31:10.367,2,76.16666666666667,56.7,44.9,74.7,9.3,,,,,,,77,No
5470,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Érick Gabriel Gutiérrez Galaviz,Héctor Miguel Herrera López,2023-12-16 00:31:10.942,2,76.16666666666667,91.0,16.5,81.5,26.7,,,,,,,77,No
6474,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nahuel Molina Lucero,Paulo Bruno Exequiel Dybala,2023-12-16 00:31:10.188,2,76.16666666666667,81.5,57.6,97.8,75.0,,,,,,,77,No
4421,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Nicolás Alejandro Tagliafico,Rodrigo Javier De Paul,2023-12-16 00:31:11.596,2,76.18333333333334,97.0,30.5,88.0,47.8,,,,,,,77,No
2013,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Memphis Depay,Cody Mathès Gakpo,2023-12-16 00:31:11.873,2,76.18333333333334,80.5,25.3,105.1,25.5,,,,,,,77,No
11216,3869152,2022-12-04,France,Poland,3,1,Poland,Kamil Glik,Piotr Zieliński,2023-12-16 00:31:12.394,2,76.2,50.8,59.2,56.3,51.7,,,,,,,77,No
6475,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Paulo Bruno Exequiel Dybala,Cristian Gabriel Romero,2023-12-16 00:31:12.048,2,76.2,97.8,75.0,70.2,67.8,,,,,,,77,No
4422,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:31:13.888,2,76.21666666666667,90.5,50.6,97.6,60.3,,,,,,,77,No
9409,3869354,2022-12-10,England,France,1,2,France,Adrien Rabiot,Kylian Mbappé Lottin,2023-12-16 00:31:14.219,2,76.23333333333333,85.0,5.3,91.3,3.6,,,,,,,77,No
5471,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Héctor Miguel Herrera López,Jesús Daniel Gallardo Vasconcelos,2023-12-16 00:31:15.660,2,76.25,83.6,12.6,90.4,2.4,,,,,,,77,No
13254,3857275,2022-11-30,Tunisia,France,1,0,France,Axel Disasi,Antoine Griezmann,2023-12-16 00:31:15.847,2,76.25,98.2,72.0,101.3,74.1,,,,,,,77,No
4423,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,2023-12-16 00:31:15.111,2,76.25,98.0,60.3,101.9,54.7,,,,,,,77,No
13253,3857275,2022-11-30,Tunisia,France,1,0,France,Antoine Griezmann,Axel Disasi,2023-12-16 00:31:15.166,2,76.25,93.0,74.3,99.2,72.4,,,,,,,77,No
6476,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,2023-12-16 00:31:15.459,2,76.25,70.2,67.8,75.0,75.4,,,,,,,77,No
8385,3857266,2022-11-26,France,Denmark,2,1,France,Dayotchanculle Upamecano,Jules Koundé,2023-12-16 00:31:16.314,2,76.26666666666667,61.7,64.0,67.0,77.3,,,,,,,77,No
4424,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Artur Jędrzejczyk,Robert Lewandowski,2023-12-16 00:31:16.117,2,76.26666666666667,18.2,25.4,50.1,10.2,,,,,,,77,No
6477,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nahuel Molina Lucero,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:16.865,2,76.26666666666667,75.9,74.3,83.2,76.7,,,,,,,77,No
10281,3869552,2022-12-14,France,Morocco,2,0,Morocco,Yassine Bounou,Sofyan Amrabat,2023-12-16 00:31:16.272,2,76.26666666666667,6.0,44.0,25.9,51.9,,,,,,,77,No
6478,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Lionel Andrés Messi Cuccittini,Nahuel Molina Lucero,2023-12-16 00:31:17.989,2,76.28333333333333,83.2,76.7,79.8,73.8,,,,,,,77,No
8386,3857266,2022-11-26,France,Denmark,2,1,France,Jules Koundé,Dayotchanculle Upamecano,2023-12-16 00:31:18.786,2,76.3,62.6,76.7,57.3,69.1,,,,,,,77,No
9410,3869354,2022-12-10,England,France,1,2,France,Kylian Mbappé Lottin,Adrien Rabiot,2023-12-16 00:31:18.481,2,76.3,107.7,11.7,105.4,14.9,,,,,,,77,No
10282,3869552,2022-12-14,France,Morocco,2,0,Morocco,Sofyan Amrabat,Jawad El Yamiq,2023-12-16 00:31:18.336,2,76.3,25.7,52.1,32.4,21.8,,,,,,,77,No
5472,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Jesús Daniel Gallardo Vasconcelos,Héctor Miguel Herrera López,2023-12-16 00:31:18.274,2,76.3,90.4,2.4,75.7,5.1,,,,,,,77,No
2014,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Nicolás Hernán Otamendi,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:19.716,2,76.31666666666666,5.2,74.2,46.6,69.4,,,,,,,77,No
9411,3869354,2022-12-10,England,France,1,2,France,Adrien Rabiot,Ousmane Dembélé,2023-12-16 00:31:20.228,2,76.33333333333333,104.2,15.3,111.3,49.6,,,,,,,77,No
7380,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Saudi Arabia,Saud Abdullah Abdul Hamid,Firas Tariq Nasser Al Albirakan,2023-12-16 00:31:20.198,2,76.33333333333333,92.5,80.0,110.6,57.3,,,,,,,77,No
5473,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Héctor Miguel Herrera López,César Jasib Montes Castro,2023-12-16 00:31:21.780,2,76.35,75.7,5.1,68.6,42.3,,,,,,,77,No
10283,3869552,2022-12-14,France,Morocco,2,0,Morocco,Jawad El Yamiq,Sofyan Amrabat,2023-12-16 00:31:21.421,2,76.35,35.1,21.5,38.8,41.9,,,,,,,77,No
4425,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Robert Lewandowski,Jakub Kamiński,2023-12-16 00:31:21.738,2,76.35,49.9,9.6,49.7,14.3,,,,,,,77,No
6479,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,2023-12-16 00:31:22.748,2,76.36666666666666,63.7,75.4,42.9,67.3,,,,,,,77,No
2015,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Virgil van Dijk,Frenkie de Jong,2023-12-16 00:31:22.305,2,76.36666666666666,73.5,10.7,81.1,8.1,,,,,,,77,No
9412,3869354,2022-12-10,England,France,1,2,France,Ousmane Dembélé,Olivier Giroud,2023-12-16 00:31:22.493,2,76.36666666666666,111.3,49.9,111.3,40.5,,,,,,,77,No
5474,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,César Jasib Montes Castro,Néstor Alejandro Araújo Razo,2023-12-16 00:31:23.434,2,76.38333333333334,68.6,42.3,73.4,48.1,,,,,,,77,No
8387,3857266,2022-11-26,France,Denmark,2,1,France,Dayotchanculle Upamecano,Ibrahima Konaté,2023-12-16 00:31:23.725,2,76.38333333333334,57.0,67.4,52.6,41.8,,,,,,,77,No
2016,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Frenkie de Jong,Jurriën David Norman Timber,2023-12-16 00:31:24.613,2,76.4,80.9,7.1,65.1,34.6,,,,,,,77,No
6480,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Cristian Gabriel Romero,Alexis Mac Allister,2023-12-16 00:31:25.223,2,76.41666666666667,42.9,67.3,58.3,45.4,,,,,,,77,No
7381,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Saudi Arabia,Mohammed Kanoo,Nawaf Shaker Al Abid,2023-12-16 00:31:25.868,2,76.41666666666667,104.4,63.5,104.4,72.4,,,,,,,77,No
10284,3869552,2022-12-14,France,Morocco,2,0,Morocco,Sofyan Amrabat,Azzedine Ounahi,2023-12-16 00:31:26.208,2,76.43333333333334,46.7,55.1,50.8,61.8,,,,,,,77,No
8388,3857266,2022-11-26,France,Denmark,2,1,France,Ibrahima Konaté,Antoine Griezmann,2023-12-16 00:31:26.915,2,76.43333333333334,54.5,36.5,75.1,4.2,,,,,,,77,No
7382,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Saudi Arabia,Nawaf Shaker Al Abid,Saud Abdullah Abdul Hamid,2023-12-16 00:31:27.218,2,76.45,104.4,72.4,94.4,75.9,,,,,,,77,No
6481,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Alexis Mac Allister,Exequiel Alejandro Palacios,2023-12-16 00:31:27.554,2,76.45,58.3,45.4,63.7,55.5,,,,,,,77,No
7383,3857300,2022-11-22,Argentina,Saudi Arabia,1,2,Saudi Arabia,Saud Abdullah Abdul Hamid,Nawaf Shaker Al Abid,2023-12-16 00:31:28.247,2,76.46666666666667,94.4,75.9,102.3,75.4,,,,,,,77,No
5475,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Exequiel Alejandro Palacios,Enzo Fernandez,2023-12-16 00:31:28.594,2,76.46666666666667,54.8,25.6,51.1,34.9,,,,,,,77,No
2017,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Jurriën David Norman Timber,Steven Berghuis,2023-12-16 00:31:28.952,2,76.46666666666667,66.5,47.0,86.6,75.8,,,,,,,77,No
6482,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Exequiel Alejandro Palacios,Alexis Mac Allister,2023-12-16 00:31:28.254,2,76.46666666666667,63.7,55.5,57.9,46.6,,,,,,,77,No
4426,3857264,2022-11-30,Poland,Argentina,0,2,Poland,Jakub Kamiński,Robert Lewandowski,2023-12-16 00:31:28.612,2,76.46666666666667,89.0,22.8,89.2,37.0,,,,,,,77,No
8389,3857266,2022-11-26,France,Denmark,2,1,France,Antoine Griezmann,Aurélien Djani Tchouaméni,2023-12-16 00:31:29.905,2,76.48333333333333,72.5,8.0,71.6,20.7,,,,,,,77,No
5476,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Enzo Fernandez,Julián Álvarez,2023-12-16 00:31:29.068,2,76.48333333333333,51.1,34.9,84.5,21.6,,,,,,,77,No
6483,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Alexis Mac Allister,Nicolás Hernán Otamendi,2023-12-16 00:31:29.633,2,76.48333333333333,57.9,46.6,44.6,35.2,,,,,,,77,No
10285,3869552,2022-12-14,France,Morocco,2,0,Morocco,Azzedine Ounahi,Jawad El Yamiq,2023-12-16 00:31:29.437,2,76.48333333333333,57.4,62.4,51.0,26.2,,,,,,,77,No
6484,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Nicolás Hernán Otamendi,Lisandro Martínez,2023-12-16 00:31:30.883,2,76.5,44.6,35.2,49.0,25.4,,,,,,,77,No
8390,3857266,2022-11-26,France,Denmark,2,1,France,Aurélien Djani Tchouaméni,Antoine Griezmann,2023-12-16 00:31:31.896,2,76.51666666666667,71.9,21.1,67.7,15.4,,,,,,,77,No
2018,3869321,2022-12-09,Netherlands,Argentina,2,2,Netherlands,Steven Berghuis,Denzel Dumfries,2023-12-16 00:31:31.902,2,76.51666666666667,86.6,75.8,98.6,74.2,,,,,,,77,No
8391,3857266,2022-11-26,France,Denmark,2,1,France,Antoine Griezmann,Dayotchanculle Upamecano,2023-12-16 00:31:32.562,2,76.53333333333333,67.7,15.4,57.9,46.7,,,,,,,77,No
4427,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Leandro Daniel Paredes,Alexis Mac Allister,2023-12-16 00:31:32.218,2,76.53333333333333,33.6,40.6,45.6,31.6,,,,,,,77,No
6485,3869519,2022-12-13,Argentina,Croatia,3,0,Argentina,Lisandro Martínez,Nicolás Alejandro Tagliafico,2023-12-16 00:31:33.621,2,76.55,50.2,23.9,69.4,8.5,,,,,,,77,No
10286,3869552,2022-12-14,France,Morocco,2,0,Morocco,Jawad El Yamiq,Achraf Dari,2023-12-16 00:31:33.045,2,76.55,45.6,26.7,37.3,41.6,,,,,,,77,No
4428,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Alexis Mac Allister,Enzo Fernandez,2023-12-16 00:31:34.495,2,76.56666666666666,46.0,29.2,39.4,16.0,,,,,,,77,No
5477,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Julián Álvarez,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:34.982,2,76.56666666666666,115.5,25.3,107.0,34.3,,,,,,,77,No
2019,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Marcos Javier Acuña,Lisandro Martínez,2023-12-16 00:31:35.446,2,76.58333333333333,12.6,3.9,6.2,19.4,,,,,,,77,No
8392,3857266,2022-11-26,France,Denmark,2,1,France,Dayotchanculle Upamecano,Kylian Mbappé Lottin,2023-12-16 00:31:37.326,2,76.61666666666666,72.2,56.3,91.6,62.1,,,,,,,77,No
10287,3869552,2022-12-14,France,Morocco,2,0,Morocco,Achraf Dari,Achraf Hakimi Mouh,2023-12-16 00:31:37.838,2,76.61666666666666,47.8,57.3,60.8,72.9,,,,,,,77,No
6486,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Josip Juranović,Dominik Livaković,2023-12-16 00:31:37.825,2,76.61666666666666,31.7,69.9,12.2,44.9,,,,,,,77,No
13255,3857275,2022-11-30,Tunisia,France,1,0,France,Axel Disasi,William Saliba,2023-12-16 00:31:38.408,2,76.63333333333334,86.4,80.0,67.9,63.8,,,,,,,77,No
2020,3869321,2022-12-09,Netherlands,Argentina,2,2,Argentina,Lisandro Martínez,Marcos Javier Acuña,2023-12-16 00:31:38.823,2,76.63333333333334,6.0,12.4,46.0,7.3,,,,,,,77,No
8393,3857266,2022-11-26,France,Denmark,2,1,France,Kylian Mbappé Lottin,Jules Koundé,2023-12-16 00:31:38.462,2,76.63333333333334,91.9,62.2,79.5,72.9,,,,,,,77,No
8394,3857266,2022-11-26,France,Denmark,2,1,France,Jules Koundé,Kingsley Coman,2023-12-16 00:31:40.295,2,76.66666666666667,79.5,72.9,91.6,77.3,,,,,,,77,No
3180,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nahuel Molina Lucero,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:40.360,2,76.66666666666667,79.4,76.5,64.6,73.3,,,,,,,77,No
10288,3869552,2022-12-14,France,Morocco,2,0,Morocco,Achraf Hakimi Mouh,Hakim Ziyech,2023-12-16 00:31:41.622,2,76.68333333333334,62.9,72.4,59.1,66.9,,,,,,,77,No
4429,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Enzo Fernandez,Leandro Daniel Paredes,2023-12-16 00:31:41.117,2,76.68333333333334,71.9,3.4,64.7,10.6,,,,,,,77,No
13256,3857275,2022-11-30,Tunisia,France,1,0,France,William Saliba,Adrien Rabiot,2023-12-16 00:31:41.468,2,76.68333333333334,67.9,60.7,76.4,38.7,,,,,,,77,No
4431,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Enzo Fernandez,Nicolás Alejandro Tagliafico,2023-12-16 00:31:42.766,2,76.7,69.4,4.9,55.7,1.6,,,,,,,77,No
4430,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Leandro Daniel Paredes,Enzo Fernandez,2023-12-16 00:31:42.037,2,76.7,64.4,10.6,69.4,4.9,,,,,,,77,No
6487,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Dominik Livaković,Joško Gvardiol,2023-12-16 00:31:42.254,2,76.7,19.1,44.4,22.3,25.4,,,,,,,77,No
10289,3869552,2022-12-14,France,Morocco,2,0,Morocco,Hakim Ziyech,Sofyan Amrabat,2023-12-16 00:31:43.144,2,76.71666666666667,57.8,67.7,57.4,43.8,,,,,,,77,No
8395,3857266,2022-11-26,France,Denmark,2,1,France,Kingsley Coman,Adrien Rabiot,2023-12-16 00:31:43.772,2,76.71666666666667,91.4,71.3,83.1,67.7,,,,,,,77,No
12273,3857279,2022-11-22,France,Australia,4,1,France,Hugo Lloris,Antoine Griezmann,2023-12-16 00:31:44.587,2,76.73333333333333,7.0,36.1,70.0,69.6,,,,,,,77,No
3181,3869685,2022-12-18,Argentina,France,3,3,Argentina,Lionel Andrés Messi Cuccittini,Nahuel Molina Lucero,2023-12-16 00:31:44.615,2,76.73333333333333,85.6,72.7,75.8,68.0,,,,,,,77,No
13257,3857275,2022-11-30,Tunisia,France,1,0,France,Adrien Rabiot,Antoine Griezmann,2023-12-16 00:31:45.611,2,76.75,76.0,56.3,85.8,67.7,,,,,,,77,No
10290,3869552,2022-12-14,France,Morocco,2,0,Morocco,Sofyan Amrabat,Yahia Attiyat allah,2023-12-16 00:31:46.892,2,76.76666666666667,62.7,35.9,89.7,1.6,,,,,,,77,No
6488,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Joško Gvardiol,Mateo Kovačić,2023-12-16 00:31:46.851,2,76.76666666666667,27.6,16.9,30.5,24.9,,,,,,,77,No
4432,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Nicolás Alejandro Tagliafico,Leandro Daniel Paredes,2023-12-16 00:31:46.406,2,76.76666666666667,49.9,1.4,51.0,7.6,,,,,,,77,No
11217,3869152,2022-12-04,France,Poland,3,1,France,Hugo Lloris,Marcus Thuram,2023-12-16 00:31:46.896,2,76.76666666666667,7.0,44.1,70.0,25.0,,,,,,,77,No
3182,3869685,2022-12-18,Argentina,France,3,3,Argentina,Nahuel Molina Lucero,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:46.646,2,76.76666666666667,75.8,68.2,86.7,75.7,,,,,,,77,No
997,3869151,2022-12-03,Argentina,Australia,2,1,Argentina,Alexis Mac Allister,Rodrigo Javier De Paul,2023-12-16 00:31:46.821,2,76.76666666666667,61.0,40.1,55.3,39.4,,,,,,,77,No
8396,3857266,2022-11-26,France,Denmark,2,1,France,Adrien Rabiot,Jules Koundé,2023-12-16 00:31:47.116,2,76.78333333333333,83.1,67.7,88.3,75.6,,,,,,,77,No
3183,3869685,2022-12-18,Argentina,France,3,3,Argentina,Lionel Andrés Messi Cuccittini,Rodrigo Javier De Paul,2023-12-16 00:31:48.830,2,76.8,86.7,76.1,95.9,77.8,,,,,,,77,No
4433,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Leandro Daniel Paredes,Rodrigo Javier De Paul,2023-12-16 00:31:48.559,2,76.8,49.9,10.2,57.0,33.9,,,,,,,77,No
8397,3857266,2022-11-26,France,Denmark,2,1,France,Jules Koundé,Kingsley Coman,2023-12-16 00:31:48.986,2,76.8,88.3,75.6,106.3,78.3,,,,,,,77,No
10291,3869552,2022-12-14,France,Morocco,2,0,Morocco,Yahia Attiyat allah,Zakaria Aboukhlal,2023-12-16 00:31:48.963,2,76.8,89.7,2.1,95.7,16.4,,,,,,,77,No
12274,3857279,2022-11-22,France,Australia,4,1,Australia,Jackson Irvine,Jason Cummings,2023-12-16 00:31:48.111,2,76.8,50.1,10.5,76.1,12.4,,,,,,,77,No
5478,3857289,2022-11-26,Argentina,Mexico,2,0,Mexico,Néstor Alejandro Araújo Razo,Raúl Alonso Jiménez Rodríguez,2023-12-16 00:31:48.697,2,76.8,3.5,73.8,36.2,59.6,,,,,,,77,No
6489,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Mateo Kovačić,Luka Modrić,2023-12-16 00:31:49.795,2,76.81666666666666,32.1,26.6,33.8,44.8,,,,,,,77,No
4434,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Rodrigo Javier De Paul,Julián Álvarez,2023-12-16 00:31:51.755,2,76.85,62.1,37.2,74.5,35.9,,,,,,,77,No
6490,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Luka Modrić,Mateo Kovačić,2023-12-16 00:31:52.623,2,76.86666666666666,37.7,44.9,42.7,33.1,,,,,,,77,No
4435,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Julián Álvarez,Rodrigo Javier De Paul,2023-12-16 00:31:52.670,2,76.86666666666666,74.7,36.3,66.6,38.0,,,,,,,77,No
13258,3857275,2022-11-30,Tunisia,France,1,0,France,William Saliba,Antoine Griezmann,2023-12-16 00:31:53.362,2,76.88333333333334,56.2,62.8,64.9,63.0,,,,,,,77,No
11218,3869152,2022-12-04,France,Poland,3,1,Poland,Krystian Bielik,Matty Cash,2023-12-16 00:31:53.567,2,76.88333333333334,47.3,63.0,33.4,63.2,,,,,,,77,No
3184,3869685,2022-12-18,Argentina,France,3,3,Argentina,Rodrigo Javier De Paul,Alexis Mac Allister,2023-12-16 00:31:54.157,2,76.9,95.2,55.4,87.3,55.4,,,,,,,77,No
13259,3857275,2022-11-30,Tunisia,France,1,0,France,Antoine Griezmann,Ibrahima Konaté,2023-12-16 00:31:54.650,2,76.9,63.3,62.8,54.8,45.7,,,,,,,77,No
5479,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Lionel Andrés Messi Cuccittini,Julián Álvarez,2023-12-16 00:31:55.083,2,76.91666666666667,92.0,22.1,96.7,30.8,,,,,,,77,No
6491,3869519,2022-12-13,Argentina,Croatia,3,0,Croatia,Mateo Kovačić,Ivan Perišić,2023-12-16 00:31:55.106,2,76.91666666666667,52.4,36.4,63.4,4.7,,,,,,,77,No
4436,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2023-12-16 00:31:55.731,2,76.91666666666667,71.3,45.1,63.4,66.0,,,,,,,77,No
3185,3869685,2022-12-18,Argentina,France,3,3,Argentina,Alexis Mac Allister,Enzo Fernandez,2023-12-16 00:31:56.083,2,76.93333333333334,87.3,55.4,80.3,51.3,,,,,,,77,No
5480,3857289,2022-11-26,Argentina,Mexico,2,0,Argentina,Julián Álvarez,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:56.290,2,76.93333333333334,98.1,31.4,120.0,24.1,,,,,,,77,No
11219,3869152,2022-12-04,France,Poland,3,1,Poland,Matty Cash,Kamil Glik,2023-12-16 00:31:56.023,2,76.93333333333334,33.9,62.0,25.5,50.8,,,,,,,77,No
10292,3869552,2022-12-14,France,Morocco,2,0,Morocco,Jawad El Yamiq,Yahia Attiyat allah,2023-12-16 00:31:57.065,2,76.95,66.4,7.8,73.2,1.0,,,,,,,77,No
3186,3869685,2022-12-18,Argentina,France,3,3,Argentina,Enzo Fernandez,Lionel Andrés Messi Cuccittini,2023-12-16 00:31:57.440,2,76.95,80.0,51.3,87.3,69.7,,,,,,,77,No
11220,3869152,2022-12-04,France,Poland,3,1,Poland,Kamil Glik,Jakub Piotr Kiwior,2023-12-16 00:31:58.319,2,76.96666666666667,27.2,50.8,25.7,27.3,,,,,,,77,No
4437,3857264,2022-11-30,Poland,Argentina,0,2,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,2023-12-16 00:31:59.171,2,76.98333333333333,63.6,63.9,51.2,50.6,,,,,,,77,No
8398,3857266,2022-11-26,France,Denmark,2,1,France,Jules Koundé,Adrien Rabiot,2023-12-16 00:32:00.652,2,77.0,104.3,80.0,101.0,75.6,,,,,,,77,No
